time,x,y,computation_time
1746666291.1379144,3.0529281287752763,1.2569947255590812,18.415329
1746666291.1598926,3.041069354660825,1.2771964283490782,40.393546
1746666291.1979985,3.0352851146906503,1.2862292768466959,25.348007
1746666291.2230213,3.0366787748286344,1.2684926914670627,50.370879
1746666291.2485394,3.0479087766763415,1.2610439578746524,9.846447
1746666291.2714596,3.0647945445322935,1.253112263103501,32.766404
1746666291.2945826,3.07871143432298,1.24838674902124,55.88957
1746666291.3215432,3.0970568263140055,1.2407709691932214,17.774211
1746666291.3468862,3.0973384645326223,1.2399453602004586,43.117097
1746666291.3941944,3.091842011627854,1.2416126072356777,24.06337
1746666291.4169793,3.07158954590819,1.243665665012716,46.848409
1746666291.4447513,3.0619863543414834,1.2458640224664768,9.961716
1746666291.4692123,3.055087725104498,1.2493068734498058,34.422673
1746666291.4959671,3.0704609789779562,1.2493507568018694,61.177562
1746666291.5517647,3.0771238516346964,1.2515871611221987,51.216839
1746666291.5667899,3.091173942337871,1.247664543819661,66.242056
1746666291.5948167,3.099669500414896,1.2406182614327392,94.268685
1746666291.6196547,3.1112638622527755,1.2354283859965427,19.393711
1746666291.6450527,3.110833444897328,1.231305019981855,44.791833
1746666291.681903,3.111839871564338,1.2345952364074524,17.899177
1746666291.7078676,3.103152979922699,1.2379320980476984,43.863853
1746666291.736427,3.102805595156875,1.241241278855689,72.423339
1746666291.7636123,3.096763507533992,1.2386676099585445,19.800482
1746666291.792911,3.0861458621171245,1.240681085100907,49.099203
1746666291.8168688,3.0708847914961876,1.242305022054548,16.851287
1746666291.8440404,3.062692513488191,1.251195819365857,44.0229
1746666291.8745556,3.0563339025196483,1.2564599894394457,13.994738
1746666291.9036615,3.0452216589398655,1.258488111047411,43.100521
1746666291.940563,3.0378673908547533,1.259780528635991,14.100823
1746666291.9773805,3.0614254119085884,1.2563870467389355,50.918265
1746666292.0042355,3.062194686134584,1.2529078823361544,12.637138
1746666292.0321488,3.051600231897772,1.2500087343591222,40.550577
1746666292.057879,3.0484030630759027,1.2545292037085405,66.280618
1746666292.086769,3.044278348244522,1.255469846642324,22.864978
1746666292.1139617,3.043690325594041,1.2576800673950086,50.057616
1746666292.1530106,3.0418390072142256,1.2626670402023303,30.308944
1746666292.1848552,3.0376914502451307,1.2666262585906325,62.153384
1746666292.2250164,3.0372380875879115,1.2630038927994522,36.43112
1746666292.2545576,3.043330728019015,1.2624005142025279,65.972284
1746666292.2991812,3.0805682357864534,1.2476995657370766,38.811519
1746666292.3339436,3.091745901480036,1.2425256872305963,14.188059
1746666292.3642848,3.086534091815555,1.2474128779278646,44.52942
1746666292.3944225,3.1031367013339866,1.2448899421335589,9.678022
1746666292.4270318,3.0965645064097234,1.2464220380851478,42.287298
1746666292.4626863,3.0802122797851865,1.2516739489738387,12.382534
1746666292.4918728,3.0665212045702956,1.2502300909510702,41.568833
1746666292.5229745,3.062731715154122,1.2483483940724711,6.82096
1746666292.5492578,3.060034160561836,1.2543389611045455,33.104211
1746666292.575985,3.0371288288440867,1.2689595881392473,59.831259
1746666292.614926,3.0458961335300816,1.2584802374726032,33.849207
1746666292.6519167,3.0559345167607646,1.2554205906613591,70.839841
1746666292.6728766,3.063896157421084,1.250822934767136,13.511579
1746666292.7073238,3.0794555134334987,1.2493574353911217,47.958926
1746666292.7402594,3.0777922091279573,1.2498270339560709,26.586433
1746666292.7673,3.0837934528770807,1.2477917564768362,53.627
1746666292.7998083,3.0929842979898536,1.2446715874550374,22.127312
1746666292.8233957,3.1020547345691547,1.2467226710708932,45.714788
1746666292.842157,3.1091099934022233,1.2447048069027165,64.476022
1746666292.8681269,3.115158944251174,1.2457327520206982,15.159336
1746666292.9070404,3.1160730663573726,1.2440115580737505,54.07294
1746666292.930654,3.115851379183211,1.2416325568698339,15.621502
1746666292.9570735,3.110431579726435,1.2416140137632656,42.040951
1746666292.9820745,3.114392194944286,1.2406869638302447,8.042074
1746666293.007652,3.1223287655163183,1.2439074743822696,33.619628
1746666293.035191,3.1308903060153064,1.2443872231852033,61.158681
1746666293.0615654,3.147032975826471,1.244160127628233,20.612105
1746666293.0905166,3.1370909304380317,1.2435178980949582,49.563225
1746666293.1214657,3.109118655342375,1.2457985605224835,16.274557
1746666293.1617293,3.1104700838418413,1.2436563455639917,56.538145
1746666293.272972,3.108932126704644,1.24805548460242,5.59175
1746666293.2821555,3.099676917281524,1.2503262225126899,4.542101
1746666293.2942777,3.0977505637514695,1.2501456664227388,16.664302
1746666293.3275738,3.0996018064645274,1.2455309959870002,24.496639
1746666293.36039,3.107050051556809,1.240730785252523,57.312773
1746666293.3906634,3.1184862623396112,1.2332951195699646,23.301447
1746666293.4273138,3.1196461243571885,1.2285750570681397,59.951969
1746666293.4602506,3.123629908467616,1.2317525727206178,27.02527
1746666293.488645,3.1175206323002094,1.2331114550001392,55.419756
1746666293.518652,3.1147015470347275,1.2277233293218703,19.825988
1746666293.5554411,3.1115980112582244,1.2319080501357111,56.6153
1746666293.5869174,3.0892955640190705,1.2356046705306443,21.672442
1746666293.6120753,3.092214308448598,1.237186465416502,46.830328
1746666293.6448407,3.0945544953654913,1.2388503280810814,15.616701
1746666293.6778686,3.0786176587726115,1.2482845015334658,48.644589
1746666293.710873,3.071010584163626,1.2502570188861981,81.648796
1746666293.7431486,3.0553674362353602,1.2562142283451199,15.561019
1746666293.7786698,3.063214587735593,1.257634202769783,51.082432
1746666293.8066344,3.0878384993028885,1.2506380011914544,13.716964
1746666293.8334458,3.0906976549247194,1.2549143808247623,40.528496
1746666293.8856118,3.1064697808341135,1.247455284389983,25.285924
1746666293.9205787,3.145800313353266,1.2324232531510704,60.252751
1746666293.9530807,3.198767136033885,1.2180380102177455,25.92013
1746666293.9880152,3.2634508952063928,1.19899790184076,60.854571
1746666294.020129,3.293234952639299,1.190117131216227,20.971801
1746666294.044297,3.347275570543468,1.1683303920569779,45.139753
1746666294.0691717,3.364172308903216,1.162008879730979,12.998434
1746666294.1004639,3.3960181214119842,1.1443502944864272,44.290529
