-1.0707954,-0.6926262,1.7936602
-1.1970814,-0.8356075,1.8372439
-1.2962855,-1.0064858,1.8875987
-1.3588607,-1.1962488,1.9426445
-1.3816998,-1.3892167,1.9586389
-1.3674435,-1.5866869,1.9689671
-1.3180579,-1.7756903,1.9629731
-1.2350995,-1.9543881,1.9806499
-1.1237053,-2.1157767,2.0466156
-0.9889422,-2.2598875,2.1105457
-0.8368404,-2.3843414,2.1716195
-0.669976,-2.4893044,2.2425563
-0.4926113,-2.5739747,2.3242346
-0.3070821,-2.6392357,2.4282864
-0.1167878,-2.6859349,2.5495964
0.0766569,-2.7165321,2.6832534
0.272315,-2.7340199,2.8219914
0.4678298,-2.7414382,2.8122976
0.6652311,-2.7398296,2.7795041
0.8611302,-2.7291074,2.6393613
1.0570872,-2.7079901,2.5010163
1.251636,-2.6745734,2.3737938
1.4422693,-2.6262557,2.2530086
1.6282076,-2.5594662,2.1498691
1.8046492,-2.471299,2.0479159
1.9644819,-2.3604084,1.9472649
2.1066321,-2.219687,1.7891673
2.2146087,-2.0581051,1.6252591
2.2886545,-1.88073,1.4918415
2.3405727,-1.6916191,1.4928059
2.3661529,-1.5014593,1.5186721
2.356348,-1.3032948,1.5976778
2.3067017,-1.1110208,1.7259171
2.2222377,-0.9349564,1.8637859
2.1072151,-0.774441,1.9971862
1.9706728,-0.6345106,2.1033078
1.8163259,-0.5122656,2.2107868
1.6501255,-0.4075981,2.3203549
1.4748534,-0.3182091,2.4297239
1.2930953,-0.2428524,2.5389338
1.1063526,-0.1806234,2.6344315
0.9160287,-0.1314876,2.7233326
0.7221098,-0.0957619,2.7624184
0.5273071,-0.0748226,2.7873147
0.3294854,-0.0699734,2.7549728
0.1347108,-0.0828409,2.715028
-0.0612785,-0.1156431,2.6599413
-0.2503988,-0.1687077,2.5913313
-0.4324195,-0.2428083,2.4933514
-0.6075269,-0.3387637,2.3584741
-0.7674499,-0.4483509,2.1898677
-0.919626,-0.5654402,2.0127203
-1.0707954,-0.6926262,1.7936602
