2.8779349,0.2717569,1.9087793
3.0349131,0.1573374,2.0225131
3.2086497,0.0615497,2.1371617
3.3910677,-0.0158821,2.2530915
3.5779939,-0.0786903,2.3805555
3.7704122,-0.1312353,2.5131517
3.9629961,-0.1751656,2.6566706
4.1577871,-0.2136191,2.8022744
4.3534892,-0.2485521,2.9491682
4.5474835,-0.2815341,3.0961811
4.7452019,-0.3153530,3.2034893
4.9378745,-0.3498557,3.2991488
5.1330320,-0.3884770,3.3293141
5.3234848,-0.4336814,3.3306903
5.5127883,-0.4896029,3.2934493
5.6966031,-0.5568919,3.2427634
5.8779837,-0.6399534,3.1896633
6.0485577,-0.7362312,3.1772231
6.2159899,-0.8454919,3.1392165
6.3782823,-0.9597357,3.0147254
6.5427092,-1.0723869,2.9143208
6.7118688,-1.1750994,2.8527116
6.8904369,-1.2627271,2.8041629
7.0726354,-1.3296259,2.7612749
7.2650488,-1.3796126,2.6948035
7.4587417,-1.4120897,2.5992895
7.6546603,-1.4288611,2.4765049
7.8524332,-1.4296261,2.3225557
8.0478561,-1.4126592,2.1296127
8.2431882,-1.3743594,1.9287997
8.4299074,-1.3086244,1.7265294
8.5984449,-1.2053411,1.7791133
8.7381605,-1.0663547,1.8786766
8.8431228,-0.8992549,1.9658625
8.9124761,-0.7141933,2.0414288
8.9469000,-0.5197069,2.1101070
8.9481882,-0.3220739,2.1682682
8.9191845,-0.1262133,2.2204445
8.8634693,0.0628624,2.2694946
8.7837683,0.2435460,2.3161072
8.6823334,0.4126176,2.3629675
8.5614146,0.5679852,2.4075083
8.4226840,0.7095129,2.4479945
8.2714435,0.8342331,2.4641288
8.1059969,0.9429114,2.5258227
7.9307261,1.0356380,2.6632384
7.7514481,1.1173674,2.8155347
7.5675244,1.1935739,2.9704582
7.3843363,1.2649474,3.1081287
7.1980604,1.3330582,3.2413027
7.0110945,1.3968997,3.3656708
6.8225462,1.4571700,3.4851427
6.6329031,1.5140195,3.6002792
6.4425109,1.5675848,3.7108481
6.2511015,1.6181928,3.8192665
6.0591006,1.6659793,3.9110901
5.8666031,1.7111531,3.9988656
5.6732192,1.7540106,3.9029937
5.4800155,1.7945329,3.7908512
5.2855793,1.8331764,3.6712691
5.0916015,1.8696081,3.5497932
4.8965848,1.9039640,3.4201803
4.7015792,1.9356433,3.2881564
4.5058477,1.9641940,3.1517899
4.3094130,1.9888014,3.0149115
4.1129297,2.0080692,2.8776101
3.9147585,2.0202231,2.7454456
3.7182185,2.0227120,2.6152415
3.5193554,2.0125853,2.4997008
3.3238675,1.9866172,2.3916795
3.1318389,1.9408682,2.2979725
2.9469159,1.8712915,2.2144633
2.7748766,1.7762051,2.1292749
2.6212531,1.6529644,2.0163062
2.4984750,1.4987760,1.7862041
2.4245135,1.3157089,1.4860453
2.4150575,1.1185359,1.4903500
2.4523652,0.9218565,1.4882252
2.5216799,0.7390416,1.4755960
2.6178282,0.5671717,1.5715183
2.7358492,0.4116774,1.6327755
2.8779349,0.2717569,1.9087793
