-1.1338428,0.1125503,1.4346588
-0.9899305,-0.0113211,1.5778231
-0.8115682,-0.1118048,1.7156741
-0.6245569,-0.1776123,1.8444846
-0.4274580,-0.2183287,1.9629790
-0.2294807,-0.2373907,2.0687535
-0.0276920,-0.2388524,2.1739497
0.1706969,-0.2250388,2.2779502
0.3697388,-0.1973255,2.3782831
0.5657967,-0.1569138,2.4440539
0.7575742,-0.1041042,2.5098246
0.9475407,-0.0370815,2.4484386
1.1285062,0.0440972,2.3644265
1.3034126,0.1444613,2.2924035
1.4626003,0.2629928,2.2261649
1.6045126,0.4057341,2.1584641
1.7182795,0.5663871,2.0898782
1.8040373,0.7485835,1.9958120
1.8527542,0.9380436,1.8845017
1.8635879,1.1381128,1.7054409
1.8326967,1.3348948,1.6324240
1.7636334,1.5207695,1.6217781
1.6621561,1.6909596,1.6103865
1.5318685,1.8427790,1.6664020
1.3834638,1.9728685,1.7988264
1.2202983,2.0811314,1.9403993
1.0394807,2.1670516,2.0605863
0.8481877,2.2266547,2.1591375
0.6531705,2.2598351,2.2624014
0.4509400,2.2700105,2.3681109
0.2534546,2.2597950,2.4823602
0.0544807,2.2323684,2.5964232
-0.1402893,2.1907574,2.7101095
-0.3330671,2.1363245,2.7269700
-0.5213608,2.0701501,2.6254779
-0.7053215,1.9911601,2.5147691
-0.8820922,1.8988930,2.3959076
-1.0509289,1.7911665,2.2850466
-1.2063857,1.6674839,2.1790638
-1.3457849,1.5238920,2.0809799
-1.4597597,1.3623272,1.9853514
-1.5412047,1.1804148,1.8159424
-1.5733972,0.9839723,1.6406056
-1.5492842,0.7839822,1.4519529
-1.4711025,0.5927179,1.3474168
-1.3629400,0.4352517,1.3314322
-1.2539850,0.2774600,1.3212075
-1.1338428,0.1125503,1.4346588
