time,x,y,computation_time_ms
1747528863.4844692,-1.112953030265352,-1.596505227340652,7.961750030517578
1747528863.5619273,-2.1867387591593963,0.9898213800118263,6.2198638916015625
1747528863.579942,-2.304424385507665,1.182516282115413,8.018255233764648
1747528863.5990689,-2.2858866583622985,1.1832587561210024,6.30497932434082
1747528863.6261852,-2.2636415405713617,1.1758718425004262,5.724668502807617
1747528863.6516795,-2.2468418693685535,1.1653688660951433,14.447689056396484
1747528863.6754727,-2.240492342864149,1.1698060369020693,6.206512451171875
1747528863.6935794,-2.243788833772178,1.1739598036783168,6.66356086730957
1747528863.709166,-2.2597955205744564,1.1768551040445783,5.9642791748046875
1747528863.7278142,-2.2672810775188452,1.179574083924357,5.698442459106445
1747528863.7503083,-2.218827038615719,1.1716420424660567,5.4264068603515625
1747528863.7661295,-2.2025554453019245,1.162686409723431,5.476713180541992
1747528863.7833593,-2.207298851147742,1.1522731474251071,5.423784255981445
1747528863.802012,-2.2106256711010066,1.1545567732094686,6.758213043212891
1747528863.8181741,-2.2053515320299426,1.1699922827064155,6.186485290527344
1747528863.8399005,-2.1845718370547615,1.219648725666182,7.805585861206055
1747528863.857286,-2.1892078463373243,1.1908434890053532,4.839658737182617
1747528863.8766875,-2.1999543722856965,1.1475733973603128,4.7626495361328125
1747528863.8990324,-2.2071834216102797,1.11426048549952,6.515979766845703
1747528863.917897,-2.211297123641973,1.0972332594885297,5.5332183837890625
1747528863.9361951,-2.2186318029583263,1.1050472229905588,5.372762680053711
1747528863.9586143,-2.217900817039478,1.123085385594209,5.801200866699219
1747528863.9774725,-2.2235234524512655,1.1391010690670589,5.420923233032227
1747528863.9974375,-2.2267257668057607,1.141289606053169,5.457162857055664
1747528864.017486,-2.226642802728847,1.144823731661659,5.373716354370117
1747528864.0427167,-2.2257155693952173,1.146770440090756,10.462284088134766
1747528864.0619283,-2.2236677654587127,1.1498793431880623,8.473634719848633
1747528864.0829556,-2.2230715532038277,1.1509133983335056,5.528688430786133
1747528864.105015,-2.2170935729562355,1.1524664714927833,5.853414535522461
1747528864.12261,-2.2098437828531075,1.1510451761341616,5.615949630737305
1747528864.1414719,-2.203153589725028,1.1539391040139897,5.375862121582031
1747528864.1578197,-2.1990181527074655,1.1524691330320997,5.67173957824707
1747528864.180385,-2.2017614663359497,1.1529166330287444,7.153034210205078
1747528864.1976743,-2.2066147425637332,1.1531283019870078,5.490541458129883
1747528864.2198393,-2.202909778799873,1.1476194049328734,6.204366683959961
1747528864.2416458,-2.1937771947481735,1.1418898688878731,9.276628494262695
1747528864.2684095,-2.1866879864731206,1.1417559842075005,8.160114288330078
1747528864.2889838,-2.189376293031493,1.1524072126286404,6.667137145996094
1747528864.3083298,-2.196645793637151,1.1587226023268506,6.327629089355469
1747528864.3236337,-2.1994955684753803,1.165219134750409,5.276679992675781
1747528864.341977,-2.2019759978017395,1.1697237533920364,5.731821060180664
1747528864.3600452,-2.2111303361662564,1.1686420778481938,6.790876388549805
1747528864.379879,-2.235405564789229,1.163285409749474,7.046937942504883
1747528864.3992147,-2.257258732356835,1.1538949230568432,7.013797760009766
1747528864.4173641,-2.241405206497176,1.15469799038334,5.445957183837891
1747528864.4321885,-2.2217611034575304,1.1573688677784144,5.162477493286133
1747528864.458409,-2.188634747052725,1.1680667140494743,5.608320236206055
1747528864.4786305,-2.159329189315351,1.179247297051778,6.52003288269043
1747528864.4953518,-2.135304383880203,1.1887963872591227,5.893945693969727
1747528864.5167644,-2.125418167910073,1.1940422016821555,6.633520126342773
1747528864.5356705,-2.120132066932706,1.1972254627931334,6.102085113525391
1747528864.5702243,-2.119692663897309,1.196618954143006,8.144140243530273
1747528864.5928564,-2.1235895468984642,1.1965340621746392,5.420684814453125
1747528864.6208475,-2.1372699294646815,1.1996342771674646,7.012367248535156
1747528864.639704,-2.1608930470224137,1.1900665910277533,7.375478744506836
1747528864.6610067,-2.215937422926576,1.1606722455245617,8.293867111206055
1747528864.6825213,-2.184704005389867,1.1658553734127874,5.536556243896484
1747528864.700497,-2.1758533670002325,1.1575971946881112,5.434751510620117
1747528864.7193606,-2.178562493495741,1.1446333575081338,5.888223648071289
1747528864.7427762,-2.1817279292566925,1.1315605482990836,10.101079940795898
1747528864.771649,-2.18880645906,1.129746594642836,7.088661193847656
1747528864.792186,-2.203458269436045,1.1319838341657251,5.944252014160156
1747528864.811446,-2.1782217063654605,1.142288660591045,6.397724151611328
1747528864.8294215,-2.1662802382466664,1.1525783213824683,5.783319473266602
1747528864.8446019,-2.1544626876447146,1.1623034194028765,5.472421646118164
1747528864.8605368,-2.144904696323992,1.1702468938894774,6.762504577636719
1747528864.8767898,-2.1457038040525163,1.1700169826053113,5.309820175170898
1747528864.8993485,-2.1421132201762103,1.1674742878565794,7.080793380737305
1747528864.9195523,-2.135582601418444,1.167060549936761,5.801916122436523
1747528864.9400475,-2.1314590960586246,1.163557364828403,7.455348968505859
1747528864.960029,-2.168748975281456,1.1517311106544,7.384538650512695
1747528864.9811778,-2.2610958142450346,1.110130102330435,5.324840545654297
1747528864.9961495,-2.3758533245663154,1.0484621859176486,5.539417266845703
1747528865.0127394,-2.4331551713303434,1.0148372130932437,5.420207977294922
1747528865.0345166,-2.466648495016877,0.9878865083375639,5.7544708251953125
1747528865.062515,-2.472248585994274,0.9752399380810267,9.31096076965332
1747528865.078863,-2.4772133023488845,0.9594466766665005,5.9814453125
1747528865.098228,-2.485560469408963,0.9414949425779704,6.061315536499023
1747528865.1177254,-2.470575027571864,0.9300319366032511,5.784034729003906
1747528865.1378913,-2.4511661829170133,0.9216969431015583,5.821943283081055
1747528865.1595004,-2.4360433268301303,0.915687930559334,6.378650665283203
1747528865.186288,-2.4432808398453365,0.918358506340101,6.085872650146484
1747528865.2064996,-2.456484198860562,0.9214081909194923,5.810022354125977
1747528865.2261891,-2.463364526932603,0.9253439735898435,5.853414535522461
1747528865.2448616,-2.4815658113192023,0.9262828370851602,6.589651107788086
1747528865.2693012,-2.489476796209021,0.9275710417245249,8.075952529907227
1747528865.2934487,-2.500675982757093,0.9238309485541057,6.221294403076172
1747528865.3123739,-2.478987232366516,0.9284227115330417,5.872011184692383
1747528865.3300216,-2.4630375774242306,0.9326891138033692,8.27789306640625
1747528865.3551474,-2.453627857371311,0.9377160405888242,7.666349411010742
1747528865.3794174,-2.4475880577769002,0.9418244702238222,5.962848663330078
1747528865.3940725,-2.4472132487266163,0.9425270720936306,5.542755126953125
1747528865.412995,-2.4432160968074816,0.9459802632303602,5.613565444946289
1747528865.4380999,-2.446152561666606,0.9448066785921195,6.178617477416992
1747528865.4580314,-2.449363690768824,0.9413436947161938,5.9185028076171875
1747528865.477535,-2.4417951244122644,0.9462165110894004,5.638837814331055
1747528865.4938524,-2.426963954533287,0.9566386084849087,5.852699279785156
1747528865.5132732,-2.450006153974979,0.9417874489557769,5.670070648193359
1747528865.537789,-2.4751117983674327,0.9257565002307755,5.753993988037109
1747528865.559731,-2.4916706334169105,0.9160420100295665,7.651329040527344
1747528865.585959,-2.5061393291055896,0.906604260799445,6.712913513183594
1747528865.618149,1.4732616471276994,-0.1495491711605149,7.139444351196289
1747528865.6353433,1.470257039777584,-0.14998133341721684,6.407737731933594
1747528865.65162,1.4693920104632612,-0.14839917395319888,5.30552864074707
1747528865.6684434,1.4692534756249755,-0.14507897585171256,6.434917449951172
1747528865.688467,1.469919817021336,-0.1449299813070013,7.203817367553711
1747528865.7113829,1.4732318335094738,-0.14241068045078129,5.251169204711914
1747528865.7367065,1.4732803909284977,-0.14174385755879887,11.370182037353516
1747528865.7553308,1.4706054004989997,-0.14182277547256555,6.653308868408203
1747528865.77141,1.4660405429880778,-0.13750020543268957,4.82487678527832
1747528865.7961972,1.464519299611321,-0.13151799475675902,7.043600082397461
1747528865.817787,1.4624839217610557,-0.12642500264240292,6.536722183227539
1747528865.8322926,1.4508643398499688,-0.1243693391546718,5.108356475830078
1747528865.847498,1.4374323060861218,-0.1253435906666554,4.689455032348633
1747528865.8632276,1.432638494874418,-0.127326878475068,4.618167877197266
1747528865.8797247,1.4317943369330912,-0.1268908686271496,6.415128707885742
1747528865.897726,1.4543830351367184,-0.13083164979955234,4.912376403808594
1747528865.9169059,1.4785440693404839,-0.13256035280431414,4.732370376586914
1747528865.9315295,1.5006402471839437,-0.1306786641235212,4.566669464111328
1747528865.9578147,1.5123673817159415,-0.13034221576801472,6.000041961669922
1747528865.9794836,1.5203903276842847,-0.13008268294189038,5.173444747924805
1747528866.0000217,1.500255038593723,-0.14451314088005926,6.147623062133789
1747528866.024479,1.479125954787812,-0.15584775262373504,5.29026985168457
1747528866.0431929,1.4691872638087426,-0.1625878929525531,4.961967468261719
1747528866.0634718,1.457297252471613,-0.16041663739428785,4.868030548095703
1747528866.0859826,1.4540884390585238,-0.15464573011412602,7.903099060058594
1747528866.100567,1.454760859831633,-0.14714507793665804,4.79578971862793
1747528866.120149,1.4436058108056649,-0.13967737106099226,7.787942886352539
1747528866.138724,1.4252918960257746,-0.13538245215799077,6.459712982177734
1747528866.159047,1.4094989300127923,-0.13381765550301922,6.642818450927734
1747528866.184936,1.3996916487425761,-0.13008987864901106,9.777307510375977
1747528866.2035542,1.3774244247629737,-0.12876757113437903,5.069971084594727
1747528866.2237425,1.3719000269385955,-0.12724587928212105,5.955696105957031
1747528866.2391188,1.3689068132362778,-0.12469011001216149,5.410432815551758
1747528866.2562375,1.381234237338331,-0.1284723588719811,5.926370620727539
1747528866.27333,1.3984651189683817,-0.13029509823253044,4.921913146972656
1747528866.2975552,1.4108880988866208,-0.1293876152252699,5.157232284545898
1747528866.3165946,1.4314455853932166,-0.12650003539517995,4.696846008300781
1747528866.336461,1.4557931694528206,-0.12108460962719672,4.589557647705078
1747528866.359193,1.4758279083870633,-0.11905383528381709,6.843328475952148
1747528866.3778143,1.4888888141651275,-0.11821903894929342,5.072355270385742
1747528866.3984494,1.486408805661188,-0.1206822849972434,5.151510238647461
1747528866.4184284,1.4835906553042117,-0.12416788376071623,5.337953567504883
1747528866.4378595,1.477498350943867,-0.128784585957932,5.135059356689453
1747528866.4581337,1.485651602942771,-0.12496159945042036,5.475044250488281
1747528866.4770453,1.487673388620283,-0.12126625678964129,4.727363586425781
1747528866.4967685,1.4898224622025307,-0.11987359987070331,4.81867790222168
1747528866.5184243,1.48800278791575,-0.11110361770395458,6.399393081665039
1747528866.5367503,1.4878031522819695,-0.10907525672702612,4.731416702270508
1747528866.5520575,1.4885297043380075,-0.1080838510219944,4.473209381103516
1747528866.576802,1.4914468188208487,-0.1140003821834961,4.819631576538086
1747528866.5969913,1.4988610887192582,-0.12069582335639575,4.558563232421875
1747528866.6180298,1.5037517068913588,-0.12524230967711078,4.946470260620117
1747528866.6365857,1.5064859029629003,-0.1262969130000636,4.70733642578125
1747528866.6574428,1.500851120427677,-0.12526251913307795,4.788875579833984
1747528866.6767893,1.4965461841024645,-0.12417302203859774,4.729032516479492
1747528866.6970048,1.4948599868970174,-0.12399743503496116,4.891395568847656
1747528866.7170835,1.4931192756354972,-0.12275827850895182,5.398988723754883
1747528866.7322197,1.4915109576905388,-0.12010156725935893,4.596948623657227
1747528866.7568033,1.4883216557963024,-0.11837924408314845,4.708051681518555
1747528866.7767408,1.4754562691895237,-0.11648214159205561,4.741668701171875
